GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,45,"...","Equals: Net earnings by place of residence","Millions of dollars",297.6,327.4,347.5,397.9,417.3,459.7,540.6,601.8,654.3,751.5,858.6,973.2,1173.3,1214.0,1247.7,1314.7,1378.5,1361.7,1321.1,1386.9,1392.8,1448.9,1475.6,1586.2,1653.7,1703.2,1791.5,1915.6,2098.4,2188.2,2309.5,2313.9,2352.5,2469.3,2627.2,2783.4,2906.7,3130.8,3214.1,3467.8,3278.8,3469.3,3652.9,3864.3,4073.8,4378.3,4107.4,3927.0,3986.8
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Millions of dollars",63.9,76.2,81.4,91.1,101.2,122.3,142.3,154.1,169.5,196.8,224.6,278.7,345.9,410.3,445.3,485.4,535.3,520.7,516.2,530.5,591.7,555.0,549.3,547.5,585.3,561.5,622.8,654.8,663.4,713.6,697.4,756.7,743.7,724.9,755.7,745.0,790.3,807.4,906.6,1090.0,975.9,968.9,1098.7,1199.1,1142.0,1263.5,1317.3,1380.4,1443.4
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,47,"...","Plus: Personal current transfer receipts","Millions of dollars",36.0,41.6,47.2,52.3,63.0,73.8,88.7,97.0,102.9,114.2,126.9,144.8,162.7,181.1,197.5,210.6,225.2,246.6,260.3,271.6,290.4,321.0,357.9,408.2,429.1,459.7,501.1,535.4,561.1,566.7,586.0,607.2,656.2,706.9,753.5,794.4,862.7,908.2,991.1,1085.6,1165.1,1271.3,1302.9,1301.4,1350.0,1421.8,1504.7,1576.6,1604.3
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,50,"...","Wages and salaries","Millions of dollars",218.2,236.3,249.5,278.9,301.1,349.0,399.2,448.6,493.6,571.6,658.8,770.5,932.3,983.7,1004.6,1057.5,1111.7,1069.3,1048.1,1082.2,1079.1,1113.5,1171.2,1220.2,1265.4,1320.1,1392.0,1468.4,1561.0,1609.6,1657.9,1727.3,1771.3,1859.3,1912.9,2011.9,2087.9,2241.5,2412.5,2552.7,2492.0,2503.4,2595.4,2745.1,2835.0,2989.2,3000.2,2988.6,3140.6
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,60,"...","Supplements to wages and salaries","Millions of dollars",31.4,36.1,40.6,48.5,49.5,59.3,74.6,84.5,93.2,106.1,122.8,143.4,174.3,192.9,207.1,220.3,233.5,238.0,234.7,243.7,255.6,264.7,286.9,299.6,310.3,319.1,329.6,338.6,351.5,362.4,378.7,397.1,416.9,457.4,507.0,530.7,548.1,577.2,595.7,606.5,629.3,661.3,660.1,696.1,728.6,754.6,774.1,769.5,800.8
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Millions of dollars",22.7,26.4,29.6,35.2,33.8,40.5,52.2,58.2,64.5,72.4,82.5,97.2,115.6,130.2,141.3,147.9,158.6,166.2,165.6,169.3,181.8,189.2,206.1,214.3,222.0,227.3,233.9,237.9,245.2,254.1,267.4,282.1,296.6,329.9,367.5,383.4,395.6,416.7,425.5,429.0,451.0,475.4,467.1,491.6,520.9,536.7,556.2,552.2,570.0
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,62,"..."," Employer contributions for government social insurance","Millions of dollars",8.7,9.7,11.1,13.3,15.7,18.8,22.5,26.3,28.7,33.7,40.3,46.2,58.6,62.7,65.8,72.4,74.9,71.8,69.1,74.3,73.8,75.5,80.8,85.3,88.4,91.8,95.7,100.7,106.3,108.3,111.3,115.0,120.3,127.6,139.5,147.3,152.5,160.4,170.1,177.4,178.3,185.9,192.9,204.5,207.7,217.9,217.9,217.3,230.8
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,70,"...","Proprietors' income 9/","Millions of dollars",64.7,73.1,77.6,94.3,96.1,88.0,109.4,117.2,121.2,137.8,154.6,150.4,186.6,164.5,167.9,180.0,185.7,199.4,175.5,209.9,205.5,217.2,180.8,237.1,256.0,252.8,270.3,319.5,408.6,442.2,505.5,423.6,404.4,414.0,487.6,539.4,583.8,646.3,565.4,690.3,541.5,693.6,749.3,782.8,923.9,1064.2,768.4,615.1,502.3
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,71,"..."," Farm proprietors' income","Millions of dollars",13.6,20.4,18.4,26.5,25.3,6.4,18.8,14.8,9.5,5.8,16.3,6.6,42.5,19.2,4.5,6.2,-4.0,6.8,23.9,10.2,13.2,32.1,8.1,31.0,24.9,14.7,12.5,1.7,18.6,3.8,24.7,2.0,30.2,10.5,26.6,30.8,24.6,3.7,24.5,-22.0,-19.2,15.9,3.4,-15.5,45.7,31.2,41.0,21.8,35.4
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,72,"..."," Nonfarm proprietors' income","Millions of dollars",51.1,52.7,59.2,67.8,70.8,81.6,90.6,102.4,111.7,132.0,138.3,143.8,144.1,145.3,163.5,173.8,189.7,192.7,151.6,199.8,192.3,185.1,172.7,206.1,231.1,238.1,257.8,317.8,390.0,438.4,480.8,421.6,374.2,403.5,461.0,508.6,559.2,642.7,540.9,712.3,560.7,677.7,746.0,798.4,878.3,1033.0,727.4,593.3,466.9
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,7010,"...","Total employment","Number of jobs",56041,56215,56614,59092,60359,63366,65822,68298,69994,72932,75773,78280,84737,86685,86693,87720,88722,83720,82965,83645,82367,80942,82259,82277,84362,85682,88181,89587,91934,92577,91417,91027,89511,90338,91132,91998,92937,94097,96484,99264,97269,96809,98193,99843,101199,102291,102511,102467,103969
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,7020,"..."," Wage and salary employment","Number of jobs",43868,43715,44341,46130,47080,49929,52252,54082,54928,57373,60084,62186,66688,67347,66102,66976,67700,64479,61901,62006,61644,60277,61488,62083,63524,64538,67250,68545,70319,70846,70465,69419,68801,70073,70271,70907,71189,71811,73115,75040,72930,72058,72653,73486,74318,75297,75008,74302,75078
 "10180","Abilene, TX (Metropolitan Statistical Area)", ,MAINC4,7040,"..."," Proprietors employment","Number of jobs",12173,12500,12273,12962,13279,13437,13570,14216,15066,15559,15689,16094,18049,19338,20591,20744,21022,19241,21064,21639,20723,20665,20771,20194,20838,21144,20931,21042,21615,21731,20952,21608,20710,20265,20861,21091,21748,22286,23369,24224,24339,24751,25540,26357,26881,26994,27503,28165,28891
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,10,"...","Personal income (millions of dollars)","Millions of dollars",2721.0,2838.8,2990.5,3263.6,3568.7,3882.7,4114.4,4425.0,4944.8,5471.8,6012.4,6607.8,7243.5,7575.8,7987.8,8702.2,9210.2,9636.3,10095.8,10771.0,11738.1,12393.0,12698.5,13573.2,14179.0,15065.2,15997.3,16821.9,17779.7,18903.3,19579.2,20760.3,21110.9,21432.3,22263.3,23115.6,23765.7,24723.8,26023.5,27100.6,26255.7,26953.1,28080.3,28902.2,29455.1,30843.9,31734.7,32109.7,33424.2
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",2715.3,2832.4,2981.7,3254.7,3557.4,3868.8,4102.1,4414.1,4936.6,5469.6,6010.5,6607.9,7242.8,7573.0,7987.4,8692.4,9204.7,9631.1,10090.6,10767.5,11732.1,12387.9,12694.5,13564.4,14169.5,15053.0,15989.3,16808.4,17764.7,18892.6,19570.1,20753.3,21104.2,21425.7,22257.1,23108.6,23757.3,24718.7,26015.4,27096.3,26248.6,26947.5,28063.5,28890.9,29443.5,30835.5,31728.4,32102.6,33421.1
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,12,"..."," Farm income 2/","Millions of dollars",5.7,6.4,8.8,8.9,11.3,13.9,12.2,10.9,8.2,2.2,1.9,(L),0.7,2.9,0.4,9.8,5.6,5.2,5.2,3.4,6.0,5.1,4.0,8.8,9.5,12.1,8.1,13.6,15.1,10.7,9.1,7.0,6.7,6.6,6.2,7.1,8.4,5.1,8.0,4.4,7.0,5.7,16.9,11.3,11.7,8.4,6.3,7.1,3.1
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,20,"...","Population (persons) 3/","Number of persons",676214,679077,679231,677046,676196,670284,672844,667910,662233,658517,660364,660334,658870,656126,653968,651917,648457,646647,647810,652814,655626,658654,664478,669752,674114,678063,682146,687264,689461,691039,693125,695946,698108,699533,701139,701811,702498,702433,703423,703300,703361,703037,703152,702066,703085,704311,703530,702556,703505
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",4024,4180,4403,4820,5278,5793,6115,6625,7467,8309,9105,10007,10994,11546,12214,13349,14203,14902,15585,16499,17904,18816,19111,20266,21034,22218,23451,24477,25788,27355,28248,29830,30240,30638,31753,32937,33830,35197,36995,38534,37329,38338,39935,41167,41894,43793,45108,45704,47511
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,35,"...","Earnings by place of work","Millions of dollars",2257.7,2332.8,2428.7,2671.7,2923.5,3127.3,3179.5,3402.9,3864.8,4285.4,4665.4,4904.9,5262.7,5346.8,5628.1,6164.2,6517.9,6868.8,7241.9,7726.9,8313.7,8705.2,8980.8,9646.6,10204.6,10860.4,11357.1,11986.3,12544.1,13380.6,13817.2,14493.8,14814.2,15340.0,16028.5,16894.4,17430.5,17973.5,18826.6,19593.3,18670.3,19116.3,19555.8,19947.9,20558.7,21472.4,22176.1,22323.8,23043.8
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,36,"...","Less: Contributions for government social insurance 5/","Millions of dollars",156.4,158.6,169.7,197.4,250.8,276.8,270.3,295.6,337.8,387.5,439.0,458.1,526.1,538.8,579.2,647.8,693.3,748.9,787.4,868.9,941.0,1005.9,1062.7,1140.1,1217.4,1316.3,1390.8,1454.2,1481.0,1527.8,1567.2,1585.5,1592.0,1622.7,1709.2,1839.1,1911.9,1988.5,2068.3,2166.6,2077.8,2090.2,1931.8,1979.8,2205.0,2293.2,2382.5,2455.9,2572.2
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,37,"..."," Employee and self-employed contributions for government social insurance","Millions of dollars",71.0,72.5,77.8,87.9,111.0,123.3,123.2,130.8,147.9,167.3,192.0,204.1,237.8,245.2,255.9,280.1,307.8,333.1,351.4,387.6,425.7,451.9,477.5,508.7,544.6,592.5,626.2,657.6,687.9,728.5,755.2,784.0,797.3,828.5,855.6,899.6,944.7,987.4,1041.7,1095.2,1042.9,1058.1,853.6,868.5,1137.5,1206.9,1255.8,1281.8,1342.8
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,38,"..."," Employer contributions for government social insurance","Millions of dollars",85.4,86.1,91.9,109.5,139.7,153.5,147.1,164.8,189.9,220.2,247.0,254.0,288.3,293.6,323.2,367.7,385.5,415.8,436.0,481.3,515.3,554.0,585.2,631.4,672.8,723.8,764.7,796.6,793.0,799.3,812.0,801.5,794.7,794.2,853.6,939.5,967.1,1001.0,1026.6,1071.4,1035.0,1032.1,1078.2,1111.3,1067.4,1086.3,1126.7,1174.1,1229.4
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,42,"...","Plus: Adjustment for residence 6/","Millions of dollars",115.8,98.2,102.1,105.3,126.9,144.6,165.2,209.1,240.0,290.8,339.6,379.8,407.2,396.0,394.5,435.9,464.9,462.7,485.3,530.0,566.5,627.9,614.2,644.3,600.6,662.2,687.3,734.3,883.2,973.5,1245.6,1355.8,1329.1,1142.4,1056.4,1133.3,895.6,827.0,688.3,445.8,508.3,512.7,596.5,801.6,984.0,853.9,646.5,638.3,942.5
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,45,"...","Equals: Net earnings by place of residence","Millions of dollars",2217.1,2272.5,2361.2,2579.6,2799.6,2995.1,3074.5,3316.3,3767.0,4188.6,4566.1,4826.6,5143.9,5204.1,5443.4,5952.3,6289.4,6582.6,6939.9,7388.0,7939.3,8327.2,8532.2,9150.8,9587.8,10206.2,10653.5,11266.4,11946.4,12826.3,13495.6,14264.2,14551.4,14859.6,15375.7,16188.5,16414.2,16812.1,17446.6,17872.5,17100.8,17538.8,18220.5,18769.6,19337.8,20033.1,20440.1,20506.2,21414.0
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,46,"...","Plus: Dividends, interest, and rent 7/","Millions of dollars",326.8,358.8,386.2,412.5,450.8,508.9,544.6,578.7,633.7,702.7,788.0,954.5,1180.5,1327.3,1420.9,1593.5,1683.9,1746.5,1781.2,1929.6,2230.9,2303.4,2298.7,2375.0,2433.8,2593.4,2930.7,3056.4,3249.5,3481.8,3414.9,3644.7,3480.6,3273.1,3427.5,3327.5,3582.0,3954.0,4376.1,4481.5,3966.2,3903.4,4248.0,4673.8,4557.2,5008.7,5262.9,5417.4,5676.1
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,47,"...","Plus: Personal current transfer receipts","Millions of dollars",177.1,207.6,243.2,271.4,318.4,378.7,495.2,529.9,544.0,580.4,658.3,826.7,919.2,1044.4,1123.5,1156.4,1236.9,1307.3,1374.7,1453.3,1568.0,1762.3,1867.6,2047.5,2157.3,2265.5,2413.1,2499.1,2583.8,2595.1,2668.6,2851.3,3078.9,3299.5,3460.1,3599.6,3769.5,3957.8,4200.8,4746.7,5188.7,5511.0,5611.8,5458.8,5560.2,5802.1,6031.7,6186.2,6334.0
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,50,"...","Wages and salaries","Millions of dollars",1902.1,1971.0,2039.0,2231.7,2439.4,2611.2,2630.9,2794.0,3153.2,3499.2,3808.1,4002.5,4286.6,4345.1,4515.8,4922.1,5212.5,5478.8,5769.4,6134.1,6476.2,6777.4,6935.1,7367.9,7735.8,8231.8,8666.7,9131.2,9580.0,10136.7,10440.6,10896.4,11002.3,11335.8,11787.3,12444.3,12929.3,13363.2,13927.2,14225.2,13388.6,13617.8,14108.4,14712.0,14882.1,15556.3,16228.4,16526.4,16877.6
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,60,"...","Supplements to wages and salaries","Millions of dollars",217.5,227.9,244.0,286.4,320.1,351.8,371.9,395.5,464.6,523.4,585.5,633.3,699.1,744.6,819.8,903.4,977.1,1065.7,1127.8,1219.0,1366.1,1475.6,1574.9,1758.1,1894.4,2013.1,2072.6,2134.3,2176.4,2295.9,2345.4,2429.1,2518.7,2643.5,2842.4,3016.8,3133.8,3331.2,3411.8,3498.3,3302.6,3398.3,3511.3,3530.3,3801.2,3848.8,3927.8,3939.1,4095.9
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,61,"..."," Employer contributions for employee pension and insurance funds 8/","Millions of dollars",132.1,141.8,152.2,176.9,180.4,198.2,224.8,230.7,274.7,303.2,338.5,379.3,410.8,451.0,496.6,535.7,591.6,649.9,691.8,737.7,850.8,921.6,989.7,1126.7,1221.6,1289.3,1307.9,1337.7,1383.3,1496.6,1533.4,1627.6,1724.0,1849.3,1988.8,2077.3,2166.7,2330.2,2385.1,2426.9,2267.6,2366.2,2433.1,2419.0,2733.8,2762.5,2801.1,2764.9,2866.4
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,62,"..."," Employer contributions for government social insurance","Millions of dollars",85.4,86.1,91.9,109.5,139.7,153.5,147.1,164.8,189.9,220.2,247.0,254.0,288.3,293.6,323.2,367.7,385.5,415.8,436.0,481.3,515.3,554.0,585.2,631.4,672.8,723.8,764.7,796.6,793.0,799.3,812.0,801.5,794.7,794.2,853.6,939.5,967.1,1001.0,1026.6,1071.4,1035.0,1032.1,1078.2,1111.3,1067.4,1086.3,1126.7,1174.1,1229.4
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,70,"...","Proprietors' income 9/","Millions of dollars",138.1,133.9,145.7,153.6,164.0,164.3,176.8,213.3,247.0,262.7,271.8,269.1,277.1,257.1,292.5,338.7,328.2,324.2,344.7,373.8,471.4,452.2,470.8,520.6,574.5,615.5,617.7,720.8,787.8,948.1,1031.1,1168.3,1293.2,1360.7,1398.8,1433.3,1367.4,1279.1,1487.6,1869.8,1979.2,2100.1,1936.2,1705.6,1875.4,2067.2,2019.9,1858.3,2070.3
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,71,"..."," Farm proprietors' income","Millions of dollars",3.0,3.0,5.1,4.7,6.0,7.5,5.6,4.6,4.2,0.1,-0.6,-2.7,-2.0,-0.3,-2.7,6.8,2.5,2.4,2.3,0.3,2.7,1.3,0.4,5.0,5.3,8.3,4.3,10.0,11.1,6.1,4.8,2.7,2.0,2.3,1.2,1.6,3.5,0.4,1.3,-1.2,1.1,1.0,11.0,3.0,4.1,1.6,-2.5,-2.9,-4.6
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,72,"..."," Nonfarm proprietors' income","Millions of dollars",135.1,130.9,140.5,148.9,158.0,156.8,171.2,208.7,242.8,262.6,272.3,271.7,279.0,257.4,295.2,331.9,325.7,321.9,342.5,373.6,468.7,451.0,470.5,515.6,569.2,607.2,613.4,710.8,776.7,941.9,1026.4,1165.6,1291.2,1358.4,1397.6,1431.7,1363.8,1278.7,1486.4,1871.0,1978.1,2099.1,1925.2,1702.7,1871.4,2065.7,2022.4,1861.2,2074.9
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,7010,"...","Total employment","Number of jobs",280847,279931,274958,283207,292971,296332,285325,284907,297537,305459,307763,300754,297681,289691,285981,296150,303855,308919,316920,325266,333052,337124,337813,341070,350680,364299,374193,380965,387561,385717,393612,397340,396954,396663,396391,404591,412097,417595,424012,424079,404521,402554,407811,412049,414493,421207,425946,427256,429591
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,7020,"..."," Wage and salary employment","Number of jobs",256279,254887,249596,256141,264601,267660,256462,254900,266201,273561,276312,268453,265096,256237,252178,260577,266851,270106,275091,281977,289668,292049,290017,294496,302973,314067,322711,328000,332972,333855,340152,340683,335339,333952,332452,337868,342941,346396,349175,348698,327055,324510,327358,332028,333422,339371,343659,345804,346602
 "10420","Akron, OH (Metropolitan Statistical Area)", ,MAINC4,7040,"..."," Proprietors employment","Number of jobs",24568,25044,25362,27066,28370,28672,28863,30007,31336,31898,31451,32301,32585,33454,33803,35573,37004,38813,41829,43289,43384,45075,47796,46574,47707,50232,51482,52965,54589,51862,53460,56657,61615,62711,63939,66723,69156,71199,74837,75381,77466,78044,80453,80021,81071,81836,82287,81452,82989
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,10,"...","Personal income (millions of dollars)","Millions of dollars",328.7,380.8,434.5,490.5,568.4,589.4,618.2,686.4,747.3,863.0,968.1,1074.2,1230.2,1300.0,1383.4,1550.5,1625.3,1694.0,1752.2,1883.5,2012.9,2141.3,2285.2,2398.4,2511.6,2747.2,2901.1,3082.0,3171.8,3291.7,3385.8,3522.9,3629.1,3781.4,3922.9,4015.0,4158.7,4246.5,4408.0,4590.5,4687.2,4833.4,5213.3,5219.6,5163.4,5274.1,5343.6,5431.3,5573.6
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",309.2,361.8,409.1,467.8,528.6,549.4,588.0,656.8,732.1,838.7,948.7,1083.6,1202.6,1276.2,1363.8,1489.5,1581.1,1649.0,1703.6,1817.1,1960.6,2092.3,2213.2,2320.0,2446.9,2641.7,2802.2,2991.6,3083.5,3216.2,3298.2,3432.8,3529.7,3676.1,3805.1,3925.4,4039.6,4145.3,4304.4,4482.5,4586.5,4762.4,5082.7,5071.5,5034.3,5236.7,5287.1,5369.6,5524.1
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,12,"..."," Farm income 2/","Millions of dollars",19.4,19.0,25.4,22.7,39.8,40.0,30.2,29.6,15.1,24.3,19.3,-9.4,27.6,23.8,19.6,61.1,44.2,45.0,48.6,66.4,52.3,49.0,71.9,78.4,64.7,105.5,98.9,90.4,88.2,75.5,87.6,90.1,99.4,105.3,117.8,89.7,119.1,101.2,103.7,108.0,100.7,71.0,130.6,148.1,129.2,37.5,56.6,61.7,49.5
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,20,"...","Population (persons) 3/","Number of persons",124626,127420,131064,135481,137763,134109,135587,138131,141309,142070,144480,146793,148567,149660,149716,150313,151062,150405,149611,148651,147705,146642,147910,150065,151993,153232,154087,155576,156748,157452,157644,157610,157735,156947,156914,156911,156886,157412,157367,157551,157969,157596,157875,157369,156025,155293,153686,152440,151434
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",2637,2989,3315,3621,4126,4395,4560,4969,5288,6074,6700,7318,8280,8686,9240,10315,10759,11263,11711,12670,13628,14602,15450,15982,16524,17929,18827,19810,20235,20906,21477,22352,23008,24094,25000,25588,26508,26977,28011,29137,29672,30670,33022,33168,33094,33963,34770,35629,36805
 "10500","Albany, GA (Metropolitan Statistical Area)", ,MAINC4,35,"...","Earnings by place of work","Millions of dollars",282.6,319.2,362.0,413.1,484.6,491.9,499.6,558.8,616.2,721.7,816.0,868.1,990.3,1026.4,1087.0,1233.4,1291.5,1326.2,1361.8,1467.9,1525.1,1628.8,1731.5,1806.3,1886.3,2090.9,2211.2,2346.7,2400.0,2495.7,2571.3,2662.8,2692.1,2775.2,2886.6,2947.1,3079.4,3105.7,3139.9,3184.9,3213.4,3245.6,3343.4,3435.2,3455.8,3421.1,3416.3,3515.0,3592.0
